X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,COUNTY,PHONE,ADMIN,FIRST_BUIL,LAST_BUILT,AGE,MSHDA,LIHTC,MARKET,RAP,SEC_515_UN,SEC_202_UN,BARRIER_FR,REHAB_CHOI,PUBLIC_HSG,SEC_221D3_,SEC_236_UN,SEC_8_UNIT,RS_UNITS,SPECIAL_HS,ELD_EFF,ELD_1BR,ELD_2BR,ELD_3BR,ELD_4BR,ELD_TOT,FAM_EFF,FAM_1BR,FAM_2BR,FAM_3BR,FAM_4BR,FAM_TOT
-82.4620179349999,43.0639209920001,105,303,Lake Huron Woods,5221 Lakeshore Road,Fort Gratiot,MI,48059,St. Clair,(810)385-9516,MSHDA,2002,2002,9,50,50,70,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,116,0,0,0,0,0,0
-82.4275199419999,42.9734132230001,106,299,Grandview Tower,1016 7th Street,Port Huron,MI,48060,St. Clair,(810)984-3173,Public Housing,1977,1977,34,0,0,0,0,0,0,10,0,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,0,0,0
-82.448734949,42.9453004170001,107,310,Rivertown Green,2060 Parkdale Lane,Port Huron,MI,48060,St. Clair,(810)985-6620,MSHDA,1987,1987,24,40,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,16,0,97
-82.449616285,42.9500938030001,108,298,Golden Crest,23rd And Cleveland Street,Port Huron,MI,48060,St. Clair,(810)982-7314,Other,1998,1998,13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,32,0,0,100
-82.4515858,43.0252861180001,109,307,North Port,2631 Krafft,Port Huron,MI,48060,St. Clair,(810)987-1606,MSHDA,1981,1981,30,0,0,0,0,0,0,13,0,0,0,0,251,0,0,0,137,14,0,0,151,0,0,80,20,0,100
-82.435586861,43.0036933960001,110,302,Independence Square,2727 Tenth Avenue,Port Huron,MI,48060,St. Clair,(313)599-2866,HUD,0,0,0,0,49,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,47,2,0,0,49
-82.453906051,43.0224172810001,111,297,Glenview Gardens(pine Grove),2851 Glenview Court,Port Huron,MI,48060,St. Clair,(810)985-4800,MSHDA,1986,1986,25,20,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,80,8,0,96
-82.449175617,42.9498509860001,112,294,Dulhut Village,2902 22nd St,Port Huron,MI,48060,St. Clair,(810)984-3173,Public Housing,1970,1970,41,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,8,40,52,20,120
-82.443258078,42.947476776,113,317,Village Manor Coop I,3145 Electric,Port Huron,MI,48060,St. Clair,(810)985-9584,HUD,1972,1972,39,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,6,38,12,0,56
-82.443258078,42.947476776,114,318,Village Manor Coop II,3145 Electric,Port Huron,MI,48060,St. Clair,(810)985-9584,HUD,1974,1974,37,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,6,48,13,0,67
-82.4512350639999,43.0237842500001,115,309,Porthaven Manor,3900 Aspen Drive,Port Huron,MI,48060,St. Clair,(810)985-4222,MSHDA,1988,1988,23,22,22,80,0,0,0,0,0,0,0,0,0,0,0,0,86,16,0,0,102,0,0,0,0,0,0
-82.4801482679999,42.939140061,116,292,Brookstone Place,3991 Brookstone Place,Port Huron,MI,48060,St. Clair,(810)364-5193,Other,1998,1998,13,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,72,32,0,120
-82.4801482679999,42.939140061,117,293,Brookstone Place II,3991 Brookstone Place,Port Huron,MI,48060,St. Clair,(810)364-5193,Other,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,24,0,72
-82.45744938,42.9811653790001,118,290,Bluewater,619 Taylor Street,Port Huron,MI,48060,St. Clair,(810)987-4133,MSHDA,1973,1973,38,0,0,0,0,0,0,0,0,0,0,93,0,23,0,0,0,0,0,0,0,0,36,56,24,0,116
-83.142696793,42.6643612080001,119,241,Northridge Apts,1204 Sherwood Court,Rochester Hills,MI,48063,Oakland,(248)651-1091,HUD,1980,1980,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,116,0,0,165
-83.1459448269999,42.6616957680001,120,181,Avon Hills,1400 Drexelgate,Rochester,MI,48063,Oakland,(248)652-0800,MSHDA,1972,1973,38,0,0,139,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,19,139,39,0,197
-83.145378255,42.6973359,121,199,Cliffview,1691 Cliffview Dr,Rochester Hills,MI,48063,Oakland,(248)651-7665,MSHDA,1971,1971,40,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,102,24,0,0,126,0,0,0,0,0,0
-83.183860244,42.6822182970001,122,205,Danish Village,2566 Walton Blvd,Rochester Hills,MI,48063,Oakland,(248)375-1810,HUD,1980,1980,31,0,150,0,0,0,0,15,0,0,0,0,150,0,0,0,150,0,0,0,150,0,0,0,0,0,0
-83.153281813,42.6771585600001,123,182,Avon Towers,435 S Livernois,Rochester Hills,MI,48063,Oakland,(248)652-4394,HUD,1980,1980,31,0,0,0,0,0,0,122,0,0,0,0,125,0,0,0,116,9,0,0,125,0,0,0,0,0,0
-83.141581634,42.664720937,124,242,Northridge Ii,800 Sherwood Ct,Rochester Hills,MI,48063,Oakland,(248)651-1090,HUD,1982,1982,29,0,0,112,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,16,124,0,0,140
-83.010811217,42.798162339,125,108,Apple Valley,231 Apple Blossom Way,Romeo,MI,48065,Macomb,(586)752-4166,MSHDA,1979,1979,32,0,0,0,0,0,0,7,0,0,0,0,127,0,0,0,60,4,0,0,64,0,5,50,8,0,63
-83.010811217,42.798162339,126,109,Apple Valley Ii,231 Apple Blossom Way,Romeo,MI,48065,Macomb,(586)752-4166,MSHDA,1993,1993,18,20,19,44,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,48,8,0,64
-82.931762293,42.5126601220001,127,130,Eastland Apts,18330 Eastland,Roseville,MI,48066,Macomb,(586)778-1360,HUD,1980,1980,31,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,128,6,0,0,134,0,0,0,0,0,0
-82.90578088,42.514368833,128,164,Yorkshire Plaza Th,20854 Hunt Dr,Roseville,MI,48066,Macomb,(586)773-4510,HUD,1967,1967,44,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,13,84,33,0,130
-82.9393255909999,42.483971749,129,153,Roseville Sr Citizen,25524 Lawn Street,Roseville,MI,48066,Macomb,(810)778-1360,Public Housing,1967,1967,44,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,98,4,0,0,102,0,0,0,0,0,0
-82.905034442,42.5302508600001,130,159,The Meadows,31860 Nardelli Lane,Roseville,MI,48066,Macomb,(586)296-3622,MSHDA,1989,1989,22,0,110,0,0,0,0,6,0,0,0,0,124,0,0,0,0,0,0,0,0,0,2,100,22,0,124
-83.142671295,42.491957728,131,185,Barton Towers,333 N Troy,Royal Oak,MI,48067,Oakland,(800)593-3052,HUD,1982,1982,29,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,211,0,0,0,211,0,0,0,0,0,0
-83.1429216239999,42.485513036,132,256,Royal Oak Manor Coop,606 Williams,Royal Oak,MI,48067,Oakland,(800)593-3052,HUD,1972,1972,39,0,0,0,0,0,0,0,0,0,0,197,50,0,0,99,148,0,0,0,247,0,0,0,0,0,0
-83.086697492,42.4973176880001,133,231,Madison Towers,27777 Dequindre,Madison Heights,MI,48071,Oakland,(248)544-3800,MSHDA,1975,1975,36,170,170,0,102,0,0,16,0,0,0,68,0,0,0,0,154,16,0,0,170,0,0,0,0,0,0
-83.088711974,42.4973176880001,134,260,Solberg Tower,27787 Dequindre,Madison Heights,MI,48071,Oakland,(248)542-6720,MSHDA,1977,1977,34,0,170,0,0,0,0,35,0,0,0,0,170,0,0,0,154,16,0,0,170,0,0,0,0,0,0
-83.08981814,42.4973266810001,135,230,Madison Manor,27795 Dequindre,Madison Heights,MI,48071,Oakland,(248)542-1238,MSHDA,1991,1991,20,25,0,57,0,0,0,0,0,0,0,0,0,0,0,0,64,17,0,0,81,0,0,0,0,0,0
-83.08981814,42.4973266810001,136,237,New Horizons,3323 Grand Hall Rd,Madison Hts,MI,48071,Oakland,(248)585-1792,HUD,1985,1985,26,0,0,0,0,0,0,0,0,0,0,0,126,0,0,32,94,0,0,0,126,0,0,0,0,0,0
-83.1025255599999,42.52209401,137,229,Madison Heights Coop,500 E Irving,Madison Heights,MI,48071,Oakland,(800)593-3052,HUD,1979,1979,32,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,150,0,0,0,150,0,0,0,0,0,0
-83.1025255599999,42.52209401,138,255,Royal Oak Hsing,Scattered Sites,Royal Oak,MI,48073,Oakland,(248)398-8101,Public Housing,1966,1966,45,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,8,24,26,22,80
-83.217592332,42.4671129070001,139,234,Meadowcrest,24200 Lathrup,Southfield,MI,48075,Oakland,(810)423-3690,MSHDA,1990,1990,21,83,83,66,0,0,0,0,0,0,0,0,0,0,0,0,66,17,0,0,83,0,0,0,0,0,0
-83.547517611,42.4942544460001,140,235,Meadowood Park,27059 Meadowood,Wixom,MI,48075,Oakland,(810)423-3690,Other,1996,1996,15,0,240,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,128,72,0,248
-83.212439216,42.502735053,141,262,Southfield Mr,16411 12 Mile Rd,Southfield,MI,48076,Oakland,(248)557-0097,MSHDA,1981,1981,30,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,14
-83.021090468,42.55224273,142,113,Carlton Terrace,8858 Sunrise Drive,Sterling Heights,MI,48077,Macomb,(586)979-4660,HUD,1974,1974,37,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,30,152,118,0,300
-83.026666265,42.5844294660001,143,128,East Pointe Apts Aka Chateau Rouge,39618 Chateau Rouge Blvd,Sterling Heights,MI,48078,Macomb,(586)939-4090,HUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,105,106,0,0,211
-82.4881971999999,42.831752017,144,314,St Clair Manor Coop,1200 Langley Circle,St Clair,MI,48079,St. Clair, ,HUD,1968,1968,43,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,10,41,13,0,64
-82.489492223,42.801858553,145,300,Harbour Oaks Apts,333 Bree Road,St Clair,MI,48079,St. Clair,(517)337-7404,Rural Housing,1988,1988,23,0,32,0,8,24,0,0,0,0,0,0,0,0,0,0,32,0,0,0,32,0,0,0,0,0,0
-82.487981362,42.8225609460001,146,308,Palmer Park Manor,400 Third,St Clair,MI,48079,St. Clair,(810)329-9141,Public Housing,1968,1968,43,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,60,2,0,0,62,0,0,0,0,0,0
-82.490751274,42.802056404,147,291,Bree Manor Apts,600 Bree Road,St Clair,MI,48079,St. Clair,(810)342-1020,Rural Housing,1974,1974,37,0,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,48
-82.504960562,42.820960153,148,315,St Clair West Apts,811 Carney Drive,St. Clair,MI,48079,St. Clair, ,Rural Housing,1986,1986,25,0,0,0,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,48
-82.888019269,42.4740072610001,149,140,Leisure Manor I,1000 Blossom Heath Blvd,St Clair Shores,MI,48080,Macomb,(810)773-9200,Public Housing,1971,1971,40,0,0,0,0,0,0,0,0,120,0,0,0,0,0,12,104,4,0,0,120,0,0,0,0,0,0
-82.888019269,42.4740072610001,150,141,Leisure Manor II,1000 Blossom Heath Blvd,St Clair Shores,MI,48080,Macomb,(810)773-9200,Public Housing,1983,1983,28,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,92
-83.1127853419999,42.5607323300001,151,189,Bethany Villa I,1680 Jackson Drive,Troy,MI,48083,Oakland,(248)689-5838,HUD,1967,1967,44,0,0,0,0,0,2,0,0,0,0,0,117,0,0,6,44,69,0,0,119,0,0,0,0,0,0
-83.1127853419999,42.5607323300001,152,190,Bethany Villa Ii,1680 Jackson Drive,Troy,MI,48083,Oakland,(248)585-9340,HUD,1967,1967,44,0,0,0,0,0,0,0,0,0,0,48,71,0,0,7,76,36,0,0,119,0,0,0,0,0,0
-83.1059699629999,42.5441723650001,153,179,920 On The Park,920 John R,Troy,MI,48083,Oakland,(248)588-7611,MSHDA,1973,2003,8,0,0,34,0,0,0,0,0,0,0,85,178,0,0,0,255,42,0,0,297,0,0,0,0,0,0
-83.101696702,42.5435103140001,154,268,Troy American House,2300 Grand Haven,Troy,MI,48084,Oakland,(248)589-3555,MSHDA,1998,1998,13,59,59,88,0,0,0,0,0,0,0,0,0,0,0,0,109,38,0,0,147,0,0,0,0,0,0
-83.4930546689999,42.5273405030001,155,274,Walled Lake Villa,1035 Walled Lk Villa Dr,Walled Lake,MI,48088,Oakland,(248)624-8282,MSHDA,1977,1977,34,0,0,0,0,0,0,20,0,0,0,260,0,0,0,0,144,16,0,0,160,0,0,80,20,0,100
-83.068090519,42.486372939,156,162,Ukranian Village,26377 Ryan Rd,Warren,MI,48091,Macomb,(586)755-7720,HUD,1985,1985,26,0,0,0,0,0,1,0,0,0,0,0,145,0,0,0,146,0,0,0,146,0,0,0,0,0,0
-83.075231136,42.503388111,157,163,Village Of Warren Glen,2950 E 12 Mile Road,Warren,MI,48092,Macomb,(586)751-5090,HUD,0,0,0,0,67,0,0,0,0,0,0,0,0,0,68,0,0,0,68,0,0,0,68,0,0,0,0,0,0
-83.002898665,42.5027765720001,158,160,Tivoli Manor,28103 Imperial Dr,Warren,MI,48093,Macomb,(586)558-9860,HUD,1988,1988,23,0,0,0,0,1,0,0,0,0,0,0,79,0,0,0,79,1,0,0,80,0,0,0,0,0,0
-82.8014940149999,43.1341040830001,159,321,Walnut Village Of Yale,204 Second Street,Yale,MI,48097,St. Clair,(810)387-2843,HUD,1980,1980,31,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,32,0,0,0,32,0,0,0,0,0,0
-82.793175286,43.1300931070001,160,322,Yale Apts,395 North Street,Yale,MI,48097,St. Clair,(810)387-2211,Rural Housing,1985,1985,26,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,24
-83.22199901,42.2493870440001,161,529,Leo Paluch Senior,17000 Champagne,Allen Park,MI,48101,Wayne,(313)928-5970,Public Housing,1970,1970,41,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,60,1,0,0,61,0,0,0,0,0,0
-83.7669791659999,42.2690732030001,162,326,Arbordale Apts,1010 Arbordale,Ann Arbor,MI,48103,Washtenaw, ,Other,1998,1998,13,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0,0,39
-83.748445621,42.2762193670001,163,328,Baker Commons,106 Packard,Ann Arbor,MI,48103,Washtenaw, ,Public Housing,1982,1982,29,0,0,0,0,0,0,7,0,64,0,0,0,0,0,0,64,0,0,0,64,0,0,0,0,0,0
-83.781405773,42.2931176280001,164,366,Sequoia Place Elderly,1131 N Maple,Ann Arbor,MI,48103,Washtenaw,(734)669-8840,HUD,1995,1995,16,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,55,1,0,0,56,0,0,0,0,0,0
-83.731258095,42.2933189250001,165,329,Broadway Terrace,1504-1508 Broadway,Ann Arbor,MI,48103,Washtenaw,(734)994-2828,Public Housing,1962,1962,49,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28
-83.782168715,42.269801654,166,364,Pine Lake Vlg Coop,2680 Adrienne Drive,Ann Arbor,MI,48103,Washtenaw,(734)994-9177,HUD,1974,1974,37,0,0,0,0,0,0,0,0,0,0,15,114,0,0,0,0,0,0,0,0,0,18,62,41,8,129
-83.7548398009999,42.2452826890001,167,340,Cranbrook Towers,2901 Northbrook,Ann Arbor,MI,48103,Washtenaw,(734)668-8914,Public Housing,1979,1979,32,0,0,0,0,0,0,19,0,0,0,0,200,0,0,0,180,20,0,0,200,0,0,0,0,0,0
-83.754902753,42.281984021,168,350,Lurie Terrace,600 W Huron,Ann Arbor,MI,48103,Washtenaw,(734)665-0695,HUD,1962,1962,49,0,0,0,0,0,119,0,0,0,0,0,0,23,0,51,83,8,0,0,142,0,0,0,0,0,0
-83.7547768479999,42.2814084550001,169,332,Carrot Way,603 W Huron,Ann Arbor,MI,48103,Washtenaw,(734)827-2289,MSHDA,2005,2005,6,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,30,0,0,0,30
-83.352015477,42.390739034,170,534,Livonia Opportunity House,31230 Lyndon,Livonia,MI,48154,Wayne,(734)522-5073,MSHDA,1979,1979,32,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16,0,0,0,16,0,0,0,0,0,0
-83.442683642,41.8124514360001,171,174,Lotus Manor,10885 Ellen St,Luna Pier,MI,48157,Monroe,(313)848-2365,Public Housing,1975,1978,33,0,0,0,0,0,0,6,0,102,0,0,0,0,0,0,60,0,0,0,60,0,0,14,20,8,42
-84.046660806,42.1444596960001,172,376,Woodhill Apartments,521 Territorial Road,Manchester,MI,48158,Washtenaw,(313)428-0555,Rural Housing,1994,1994,17,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,0,0,0
-84.031929911,42.1519960150001,173,351,Manchester Apts,600 East Duncan,Manchester,MI,48158,Washtenaw,(517)428-9270,Rural Housing,1987,1987,24,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,2,0,32
-83.693612475,42.0828505900001,174,165,Canfield Crossing,409 Canfield,Milan,MI,48160,Monroe,(313)439-7422,Rural Housing,1990,1990,21,0,16,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,32
-83.385891456,41.930919127,175,169,Frenchtown Place,1201 N Macomb,Monroe,MI,48161,Monroe,(313)241-8500,MSHDA,1974,1974,37,0,0,0,0,0,0,2,0,0,0,125,0,26,0,0,145,6,0,0,151,0,0,0,0,0,0
-83.416054717,41.8947753740001,176,176,Mable Kehres Towers,15275 S Dixie Hwy,Monroe,MI,48161,Monroe,(734)241-6222,MSHDA,1977,1977,34,0,0,0,0,0,0,5,0,0,0,0,200,0,0,0,178,22,0,0,200,0,0,0,0,0,0
-83.4054607039999,41.945596062,177,177,Park West Club Apts,1621 Park West Drive,Monroe,MI,48161,Monroe,(734)384-6947,Other,1993,1993,18,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,80,40,0,160
-83.415651504,41.894223342,178,171,Greenwycke Commons 1,6112 Greenwycke,Monroe,MI,48161,Monroe,(734)242-0600,MSHDA,1972,1972,39,0,0,0,0,0,0,0,0,0,0,93,0,23,0,0,0,0,0,0,0,0,32,58,26,0,116
-83.415714457,41.8934229450001,179,166,Charring Square,6123 Greenwycke,Monroe,MI,48161,Monroe,(734)241-5420,MSHDA,1976,1976,35,0,100,0,0,0,0,2,0,0,0,160,0,40,0,0,0,0,0,0,0,0,56,86,58,0,200
-83.406190636,41.9218864870001,180,168,Elm House - Hep,852 Elm,Monroe,MI,48161,Monroe,(734)243-3128,MSHDA,1978,1978,33,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16,0,0,0,16,0,0,0,0,0,0
-83.376602942,41.929494752,181,170,Greenwood Townhouses,900 Greenwood,Monroe,MI,48161,Monroe,(734)242-5880,Public Housing,1970,1970,41,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,49,46,20,115
-83.389066063,41.9370704890001,182,167,Creekside,1450 South Monroe Street,Monroe,MI,48162,Monroe,(734)241-3906,MSHDA,2004,2004,7,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,31,46,0,0,77,0,0,0,0,0,0
-83.7567373699999,42.2850507090001,183,323,Ann Arbor Housing Commission,727 Miller Avenue,Ann Arbor,MI,48103,Washtenaw,(734)994-2829,Public Housing,1970,1971,40,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,41,36,42,43,162
-83.7567373699999,42.2850507090001,184,358,Miller Manor,727 Miller Avenue,Ann Arbor,MI,48103,Washtenaw,(734)994-2828,Public Housing,1972,1972,39,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,101,3,0,0,104,0,0,0,0,0,0
-83.7137123219999,42.2324078440001,185,344,Forest Hills Coop,2351 Shadowood Drive,Ann Arbor,MI,48104,Washtenaw,(734)971-9270,HUD,1971,1971,40,0,0,0,0,0,0,0,0,0,0,288,0,18,0,0,0,0,0,0,0,0,30,182,94,0,306
-83.699458068,42.235375607,186,337,Colonial Square Coop,3012 Williamsburg,Ann Arbor,MI,48104,Washtenaw,(248)971-5710,HUD,1965,1965,46,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,33,276,84,34,427
-83.71711176,42.2391257790001,187,356,Mill Creek Village,3050 Birch Hollow Dr,Ann Arbor,MI,48104,Washtenaw,(734)971-1730,MSHDA,1975,1975,36,0,0,140,19,0,0,0,0,0,0,27,0,0,0,0,9,0,0,0,9,0,21,112,35,0,168
-83.716653105,42.2430198440001,188,347,Homestead Commons,3103 Homestead Commons Drive,Ann Arbor,MI,48104,Washtenaw,(734)971-4858,MSHDA,1986,1986,25,22,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,77,14,0,112
-83.706859488,42.2335230030001,189,372,University Th Coops 1-10,3200 Braeburn Circle,Ann Arbor,MI,48104,Washtenaw,(734)973-1282,HUD,1968,1969,42,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,59,378,174,0,611
-83.668593336,42.259225627,190,325,Arbor Pointe Apts Or Arbor Grove,4650 Clark Road,Pittsfield,MI,48104,Washtenaw,(734)434-9800,Other,1997,1997,14,0,203,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,48,99,56,0,203
-83.7366989929999,42.294820793,191,363,Pear Street Apartments,1440 Pear Stree,Ann Arbor,MI,48105,Washtenaw, ,Other,1980,2009,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20
-83.731986546,42.308922162,192,327,Arrowwood Hills Coop,2566 Arrowwood,Ann Arbor,MI,48105,Washtenaw,(734)665-3116,HUD,1968,1969,42,0,0,0,0,0,0,0,0,0,262,0,88,0,0,0,0,0,0,0,0,0,46,178,118,8,350
-83.708927929,42.308796257,193,362,Parkway Meadows,2575 Sandalwood,Ann Arbor,MI,48105,Washtenaw,(734)662-5055,MSHDA,1978,1978,33,0,0,0,0,0,0,11,0,0,0,0,351,0,0,0,191,20,0,0,211,0,16,88,36,0,140
-83.747582272,42.2810757060001,194,339,Courthouse Square,100 S Fourth Avenue,Ann Arbor,MI,48107,Washtenaw,(734)995-5511,Other,0,1998,13,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,93,22,0,0,115,0,0,0,0,0,0
-83.789947851,42.2697207150001,195,375,Woodchase Club,E Liberty & I-94,Ann Arbor,MI,48108,Washtenaw,(734)998-1000,Other,1999,1999,12,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,64,32,0,143
-83.4939914459999,42.2169630380001,196,487,Green Meadows Apts,11551 Quirk Road,Van Buren Twp,MI,48111,Wayne,(734)699-8700,Other,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,72,24,0,144
-83.488800876,42.2046098000001,197,428,Columbia Court,275 W Columbia,Belleville,MI,48111,Wayne,(734)697-8200,HUD,1986,1986,25,0,0,0,0,0,0,0,0,0,0,0,107,0,0,24,83,0,0,0,107,0,0,0,0,0,0
-83.4571986999999,42.238235451,198,584,Parkwood I,8800 Parkwood Dr,Belleville,MI,48111,Wayne,(734)699-2083,MSHDA,1973,1973,38,0,0,0,77,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,51,98,51,0,200
-83.4571986999999,42.238235451,199,585,Parkwood II,8800 Parkwood Dr,Belleville,MI,48111,Wayne,(248)699-2083,MSHDA,1980,1980,31,0,0,0,0,0,0,2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,26,54,20,0,100
-83.786512441,42.533860588,200,99,Mill Pond Manor,614 N Second,Brighton,MI,48116,Livingston,(734)769-8520,HUD,1979,1979,32,0,0,0,0,0,0,6,0,0,0,0,87,0,0,0,59,0,0,0,59,0,0,0,0,0,0
-83.7743176339999,42.5243367680001,201,100,Oak Tree Vlg (aka Indep.vlg Apts),833 E Grand River Avenue,Brighton,MI,48116,Livingston,(810)229-3303,Other,1996,1996,15,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0,0,42,0,0,0,0,0,0
-83.773004624,42.524048985,202,103,The Metropolitan,898 E Grand River Ave,Brighton,MI,48116,Livingston, ,MSHDA,1972,2008,3,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,50,0,0,119
-84.030553948,42.313936933,203,333,Chelsea Village Apts,250 Wilkinson Street,Chelsea,MI,48118,Washtenaw,(734)475-1771,Rural Housing,1979,1979,32,0,0,0,0,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,33
-84.0268127689999,42.31283976,204,369,The Pines Aka Sylvan Pines,325 Wilkinson Court,Chelsea,MI,48118,Washtenaw,(734)433-9130,MSHDA,1999,1999,12,40,40,58,0,0,0,10,0,0,0,0,0,0,0,0,69,29,0,0,98,0,0,0,0,0,0
-83.14293961,42.295917966,205,466,Ferney Gardens,1200-1850 Ferney,Dearborn,MI,48120,Wayne, ,Other,1999,1999,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
-83.1446318169999,42.308019394,206,682,Village Park Apartments,2800 Liberty,Dearborn,MI,48120,Wayne,(313)841-7250,HUD,1983,1983,28,0,150,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,11,0,11
-83.14347021,42.3112334200001,207,526,Lapeer Gardens,2880 Mazon & Roulo,Dearborn,MI,48120,Wayne,(248)324-1030,Other,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
-83.167294732,42.286462645,208,602,Raupp Street Hsg,17063 Raupp Street,Melvindale,MI,48122,Wayne,(734)246-2280,Other,2008,2008,3,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,9,9,6,0,24
-83.243701132,42.301220519,209,638,Sisson Manor,1515 Mason,Dearborn,MI,48124,Wayne,(313)943-2390,Public Housing,1970,1970,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1,0,0,135,0,0,0,0,0,0
-83.275465186,42.299979455,210,569,Normandy Apts,24320 Michigan Ave,Dearborn,MI,48124,Wayne,(313)562-4024,HUD,1975,1975,36,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,96,0,0,0,96,0,0,0,0,0,0
